"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n"
"Meatpacking/West Village West","Battery Park City",12,-74.0085128,40.7406973,-74.0160576,40.7122172,390
"Meatpacking/West Village West","Stuyvesant Heights",12,-74.0085128,40.7406973,-73.9880663,40.7299553,390
"Meatpacking/West Village West","Times Sq/Theatre District",8,-74.0085128,40.7406973,-73.9841274,40.7592686,390
"Meatpacking/West Village West","Upper West Side North",2,-74.0085128,40.7406973,-73.9753676,40.7870106,390
"Midtown Center","Hudson Sq",16,-73.9784137,40.7553676,-74.0074731,40.7265834,390
"Midtown Center","Little Italy/NoLiTa",0,-73.9784137,40.7553676,-73.9954909,40.7228971,390
"Midtown Center","SoHo",8,-73.9784137,40.7553676,-74.0029883,40.723301,390
"Midtown East","Financial District North",22,-73.9668408,40.7540369,-74.0112764,40.7074909,390
"Midtown North","Central Park",6,-73.9840195,40.7549309,-73.9741874,40.7711329,390
"Midtown North","East Village",20,-73.9840195,40.7549309,-73.9815337,40.7264773,390
"Midtown North","Little Italy/NoLiTa",0,-73.9840195,40.7549309,-73.9954909,40.7228971,390
"Midtown North","Meatpacking/West Village West",14,-73.9840195,40.7549309,-74.0085128,40.7406973,390
"Midtown North","Yorkville East",12,-73.9840195,40.7549309,-73.9492079,40.7762231,390
"Morningside Heights","Upper East Side North",16,-73.9624327,40.8089564,-73.9565551,40.7735649,390
"Murray Hill","Battery Park",8,-73.9756567,40.7478792,-74.0170279,40.7032775,390
"Murray Hill","Clinton East",10,-73.9756567,40.7478792,-73.9918181,40.7637581,390
"Murray Hill","JFK Airport",10,-73.9756567,40.7478792,-73.7781391,40.6413111,390
"Murray Hill","SoHo",16,-73.9756567,40.7478792,-74.0029883,40.723301,390
"Penn Station/Madison Sq West","Bloomingdale",18,-73.9880662,40.7433858,-73.9697795,40.7988958,390
"Penn Station/Madison Sq West","Chinatown",22,-73.9880662,40.7433858,-73.9970307,40.7157509,390
"Penn Station/Madison Sq West","Flatiron",6,-73.9880662,40.7433858,-73.9896986,40.7410605,390
"Penn Station/Madison Sq West","Little Italy/NoLiTa",2,-73.9880662,40.7433858,-73.9954909,40.7228971,390
"Penn Station/Madison Sq West","Seaport",0,-73.9880662,40.7433858,-74.006884,40.711197,390
"Penn Station/Madison Sq West","South Williamsburg",20,-73.9880662,40.7433858,-73.9570696,40.7081156,390
"Penn Station/Madison Sq West","Upper East Side North",2,-73.9880662,40.7433858,-73.9565551,40.7735649,390
"Penn Station/Madison Sq West","World Trade Center",12,-73.9880662,40.7433858,-74.0131196,40.7118011,390
"Roosevelt Island","Garment District",14,-73.9499426,40.7621302,-73.9916342,40.7547072,390
"Roosevelt Island","Lenox Hill East",22,-73.9499426,40.7621302,-73.9602312,40.7662315,390
"Seaport","East Village",20,-74.006884,40.711197,-73.9815337,40.7264773,390
"SoHo","Battery Park City",12,-74.0029883,40.723301,-74.0160576,40.7122172,390
"SoHo","Chinatown",8,-74.0029883,40.723301,-73.9970307,40.7157509,390
"SoHo","Clinton East",0,-74.0029883,40.723301,-73.9918181,40.7637581,390
"SoHo","World Trade Center",22,-74.0029883,40.723301,-74.0131196,40.7118011,390
"Stuyvesant Heights","Breezy Point/Fort Tilden/Riis Beach",20,-73.9880663,40.7299553,-74.0059413,40.7127837,390
"Stuyvesant Heights","Central Harlem",2,-73.9880663,40.7299553,-73.9538699,40.7988378,390
"Stuyvesant Heights","Gramercy",6,-73.9880663,40.7299553,-73.9818443,40.7376407,390
"Stuyvesant Heights","Hudson Sq",18,-73.9880663,40.7299553,-74.0074731,40.7265834,390
"Stuyvesant Heights","Meatpacking/West Village West",8,-73.9880663,40.7299553,-74.0085128,40.7406973,390
"Sunnyside","Long Island City/Queens Plaza",6,-73.9196324,40.7432759,-73.9373702,40.7487173,390
"Sutton Place/Turtle Bay North","Garment District",14,-73.9601669,40.7580204,-73.9916342,40.7547072,390
"Sutton Place/Turtle Bay North","Sutton Place/Turtle Bay North",8,-73.9601669,40.7580204,-73.9601669,40.7580204,390
"Sutton Place/Turtle Bay North","Sutton Place/Turtle Bay North",10,-73.9601669,40.7580204,-73.9601669,40.7580204,390
"Sutton Place/Turtle Bay North","Sutton Place/Turtle Bay North",16,-73.9601669,40.7580204,-73.9601669,40.7580204,390
"Times Sq/Theatre District","Financial District North",18,-73.9841274,40.7592686,-74.0112764,40.7074909,390
"Times Sq/Theatre District","Hudson Sq",20,-73.9841274,40.7592686,-74.0074731,40.7265834,390
"Times Sq/Theatre District","Newark Airport",16,-73.9841274,40.7592686,-74.1744624,40.6895314,390
"Times Sq/Theatre District","Steinway",22,-73.9841274,40.7592686,-73.9124667,40.7669996,390
"Times Sq/Theatre District","Sunnyside",4,-73.9841274,40.7592686,-73.9196324,40.7432759,390
"UN/Turtle Bay South","Lincoln Square East",22,-73.9694292,40.7507161,-73.9844722,40.773828,390
"UN/Turtle Bay South","Sutton Place/Turtle Bay North",10,-73.9694292,40.7507161,-73.9601669,40.7580204,390
"UN/Turtle Bay South","Sutton Place/Turtle Bay North",12,-73.9694292,40.7507161,-73.9601669,40.7580204,390
"Union Sq","Alphabet City",12,-73.9910835,40.7358633,-73.9785952,40.7260601,390
"Union Sq","Alphabet City",22,-73.9910835,40.7358633,-73.9785952,40.7260601,390
"Union Sq","Financial District North",18,-73.9910835,40.7358633,-74.0112764,40.7074909,390
"Union Sq","Garment District",2,-73.9910835,40.7358633,-73.9916342,40.7547072,390
"Union Sq","Gramercy",0,-73.9910835,40.7358633,-73.9818443,40.7376407,390
"Union Sq","Gramercy",6,-73.9910835,40.7358633,-73.9818443,40.7376407,390
"Union Sq","Stuy Town/Peter Cooper Village",10,-73.9910835,40.7358633,-73.9778494,40.7316903,390
"Upper East Side North","Gramercy",12,-73.9565551,40.7735649,-73.9818443,40.7376407,390
"Upper East Side North","JFK Airport",12,-73.9565551,40.7735649,-73.7781391,40.6413111,390
"Upper East Side North","Meatpacking/West Village West",12,-73.9565551,40.7735649,-74.0085128,40.7406973,390
"Upper East Side North","SoHo",18,-73.9565551,40.7735649,-74.0029883,40.723301,390
"Upper East Side North","UN/Turtle Bay South",22,-73.9565551,40.7735649,-73.9694292,40.7507161,390
"Upper East Side North","Union Sq",8,-73.9565551,40.7735649,-73.9910835,40.7358633,390
"Upper West Side North","Murray Hill",18,-73.9753676,40.7870106,-73.9756567,40.7478792,390
"West Village","East Chelsea",6,-74.0035709,40.735781,-74.0013737,40.7465004,390
"West Village","Midtown Center",16,-74.0035709,40.735781,-73.9784137,40.7553676,390
"West Village","Midtown East",22,-74.0035709,40.735781,-73.9668408,40.7540369,390
"West Village","Times Sq/Theatre District",0,-74.0035709,40.735781,-73.9841274,40.7592686,390
"West Village","Upper West Side North",0,-74.0035709,40.735781,-73.9753676,40.7870106,390
"West Village","West Village",0,-74.0035709,40.735781,-74.0035709,40.735781,390
"West Village","West Village",10,-74.0035709,40.735781,-74.0035709,40.735781,390
"World Trade Center","Chinatown",18,-74.0131196,40.7118011,-73.9970307,40.7157509,390
"World Trade Center","East Chelsea",14,-74.0131196,40.7118011,-74.0013737,40.7465004,390
"World Trade Center","Hudson Sq",18,-74.0131196,40.7118011,-74.0074731,40.7265834,390
"Yorkville East","Gramercy",12,-73.9492079,40.7762231,-73.9818443,40.7376407,390
"Yorkville East","Lenox Hill East",2,-73.9492079,40.7762231,-73.9602312,40.7662315,390
"Yorkville East","Lincoln Square East",0,-73.9492079,40.7762231,-73.9844722,40.773828,390
"Yorkville East","Morningside Heights",16,-73.9492079,40.7762231,-73.9624327,40.8089564,390
"Astoria","Astoria",10,-73.9234619,40.7643574,-73.9234619,40.7643574,380
"Battery Park","Midtown Center",14,-74.0170279,40.7032775,-73.9784137,40.7553676,380
"Battery Park City","Battery Park",14,-74.0160576,40.7122172,-74.0170279,40.7032775,380
"Battery Park City","Garment District",6,-74.0160576,40.7122172,-73.9916342,40.7547072,380
"Battery Park City","Midtown East",8,-74.0160576,40.7122172,-73.9668408,40.7540369,380
"Battery Park City","Times Sq/Theatre District",16,-74.0160576,40.7122172,-73.9841274,40.7592686,380
"Bloomingdale","Central Park",20,-73.9697795,40.7988958,-73.9741874,40.7711329,380
"Breezy Point/Fort Tilden/Riis Beach","Financial District North",8,-74.0059413,40.7127837,-74.0112764,40.7074909,380
"Breezy Point/Fort Tilden/Riis Beach","Times Sq/Theatre District",12,-74.0059413,40.7127837,-73.9841274,40.7592686,380
"Central Park","Bloomingdale",0,-73.9741874,40.7711329,-73.9697795,40.7988958,380
"Central Park","Greenwich Village North",16,-73.9741874,40.7711329,-74.0027418,40.7335719,380
"Central Park","Times Sq/Theatre District",2,-73.9741874,40.7711329,-73.9841274,40.7592686,380
"Chinatown","Chinatown",18,-73.9970307,40.7157509,-73.9970307,40.7157509,380
"Chinatown","Financial District North",20,-73.9970307,40.7157509,-74.0112764,40.7074909,380
"Chinatown","Greenwich Village North",22,-73.9970307,40.7157509,-74.0027418,40.7335719,380
"Chinatown","Little Italy/NoLiTa",0,-73.9970307,40.7157509,-73.9954909,40.7228971,380
"Clinton East","Battery Park",8,-73.9918181,40.7637581,-74.0170279,40.7032775,380
"Clinton East","East Elmhurst",4,-73.9918181,40.7637581,-73.8713099,40.7737505,380
"Clinton East","Little Italy/NoLiTa",18,-73.9918181,40.7637581,-73.9954909,40.7228971,380
"Clinton East","Stuy Town/Peter Cooper Village",22,-73.9918181,40.7637581,-73.9778494,40.7316903,380
"Cobble Hill","Brooklyn Heights",8,-73.9962255,40.686536,-73.9932872,40.6960105,380
"East Chelsea","Breezy Point/Fort Tilden/Riis Beach",20,-74.0013737,40.7465004,-74.0059413,40.7127837,380
"East Chelsea","SoHo",0,-74.0013737,40.7465004,-74.0029883,40.723301,380
"East Elmhurst","Clinton East",12,-73.8713099,40.7737505,-73.9918181,40.7637581,380
"East Elmhurst","Clinton Hill",20,-73.8713099,40.7737505,-73.9639021,40.6893665,380
"East Elmhurst","Crown Heights North",22,-73.8713099,40.7737505,-73.9447994,40.6681032,380
"East Elmhurst","Downtown Brooklyn/MetroTech",14,-73.8713099,40.7737505,-73.9861433,40.6942409,380
"East Elmhurst","Gramercy",16,-73.8713099,40.7737505,-73.9818443,40.7376407,380
"East Elmhurst","Hamilton Heights",22,-73.8713099,40.7737505,-73.9496079,40.8259597,380
"East Elmhurst","Prospect Heights",20,-73.8713099,40.7737505,-73.9668408,40.6774196,380
"East Elmhurst","Seaport",10,-73.8713099,40.7737505,-74.006884,40.711197,380
"East Elmhurst","Union Sq",8,-73.8713099,40.7737505,-73.9910835,40.7358633,380
"East Elmhurst","World Trade Center",20,-73.8713099,40.7737505,-74.0131196,40.7118011,380
"East Village","Garment District",12,-73.9815337,40.7264773,-73.9916342,40.7547072,380
"East Village","Midtown Center",20,-73.9815337,40.7264773,-73.9784137,40.7553676,380
"East Village","Upper East Side North",0,-73.9815337,40.7264773,-73.9565551,40.7735649,380
"Financial District North","Battery Park City",14,-74.0112764,40.7074909,-74.0160576,40.7122172,380
"Financial District North","East Chelsea",12,-74.0112764,40.7074909,-74.0013737,40.7465004,380
"Financial District North","Meatpacking/West Village West",16,-74.0112764,40.7074909,-74.0085128,40.7406973,380
"Financial District North","Upper East Side North",18,-74.0112764,40.7074909,-73.9565551,40.7735649,380
"Financial District North","Yorkville East",20,-74.0112764,40.7074909,-73.9492079,40.7762231,380
"Financial District North","Yorkville East",22,-74.0112764,40.7074909,-73.9492079,40.7762231,380
"Flatiron","Breezy Point/Fort Tilden/Riis Beach",18,-73.9896986,40.7410605,-74.0059413,40.7127837,380
"Flatiron","Gramercy",0,-73.9896986,40.7410605,-73.9818443,40.7376407,380
"Flatiron","Murray Hill",0,-73.9896986,40.7410605,-73.9756567,40.7478792,380
"Garment District","Breezy Point/Fort Tilden/Riis Beach",18,-73.9916342,40.7547072,-74.0059413,40.7127837,380
"Garment District","Clinton Hill",22,-73.9916342,40.7547072,-73.9639021,40.6893665,380
"Garment District","East Village",10,-73.9916342,40.7547072,-73.9815337,40.7264773,380
"Garment District","Hamilton Heights",22,-73.9916342,40.7547072,-73.9496079,40.8259597,380
"Garment District","Seaport",16,-73.9916342,40.7547072,-74.006884,40.711197,380
"Garment District","Stuy Town/Peter Cooper Village",14,-73.9916342,40.7547072,-73.9778494,40.7316903,380
"Garment District","Sutton Place/Turtle Bay North",0,-73.9916342,40.7547072,-73.9601669,40.7580204,380
"Garment District","Washington Heights North",0,-73.9916342,40.7547072,-73.9393554,40.8417082,380
"Garment District","West Chelsea/Hudson Yards",18,-73.9916342,40.7547072,-74.0107647,40.7293087,380
"Gramercy","SoHo",18,-73.9818443,40.7376407,-74.0029883,40.723301,380
"Gramercy","Stuy Town/Peter Cooper Village",18,-73.9818443,40.7376407,-73.9778494,40.7316903,380
"Gramercy","Stuy Town/Peter Cooper Village",22,-73.9818443,40.7376407,-73.9778494,40.7316903,380
"Gramercy","Stuyvesant Heights",2,-73.9818443,40.7376407,-73.9880663,40.7299553,380
"Gramercy","Times Sq/Theatre District",22,-73.9818443,40.7376407,-73.9841274,40.7592686,380
"Gramercy","UN/Turtle Bay South",10,-73.9818443,40.7376407,-73.9694292,40.7507161,380
"Gramercy","UN/Turtle Bay South",22,-73.9818443,40.7376407,-73.9694292,40.7507161,380
"Greenwich Village North","Central Harlem",0,-74.0027418,40.7335719,-73.9538699,40.7988378,380
"Greenwich Village North","Central Park",18,-74.0027418,40.7335719,-73.9741874,40.7711329,380
"Greenwich Village North","East Chelsea",6,-74.0027418,40.7335719,-74.0013737,40.7465004,380
"Greenwich Village North","Gramercy",16,-74.0027418,40.7335719,-73.9818443,40.7376407,380
"Greenwich Village North","Midtown East",6,-74.0027418,40.7335719,-73.9668408,40.7540369,380
"Greenwich Village North","Union Sq",6,-74.0027418,40.7335719,-73.9910835,40.7358633,380
"Hudson Sq","Breezy Point/Fort Tilden/Riis Beach",10,-74.0074731,40.7265834,-74.0059413,40.7127837,380
"Hudson Sq","Penn Station/Madison Sq West",12,-74.0074731,40.7265834,-73.9880662,40.7433858,380
"JFK Airport","Central Harlem",18,-73.7781391,40.6413111,-73.9538699,40.7988378,380
"JFK Airport","Garment District",0,-73.7781391,40.6413111,-73.9916342,40.7547072,380
"JFK Airport","Penn Station/Madison Sq West",0,-73.7781391,40.6413111,-73.9880662,40.7433858,380
"JFK Airport","South Ozone Park",22,-73.7781391,40.6413111,-73.8124984,40.6764003,380
"JFK Airport","Union Sq",20,-73.7781391,40.6413111,-73.9910835,40.7358633,380
"Kips Bay","Central Park",22,-73.9800645,40.7423292,-73.9741874,40.7711329,380
"Kips Bay","Clinton East",12,-73.9800645,40.7423292,-73.9918181,40.7637581,380
"Kips Bay","Meatpacking/West Village West",8,-73.9800645,40.7423292,-74.0085128,40.7406973,380
"Kips Bay","Stuy Town/Peter Cooper Village",0,-73.9800645,40.7423292,-73.9778494,40.7316903,380
"Kips Bay","West Village",12,-73.9800645,40.7423292,-74.0035709,40.735781,380
"LaGuardia Airport","Midtown Center",22,-73.8739659,40.7769271,-73.9784137,40.7553676,380
"LaGuardia Airport","Times Sq/Theatre District",22,-73.8739659,40.7769271,-73.9841274,40.7592686,380
"Lenox Hill East","East Chelsea",12,-73.9602312,40.7662315,-74.0013737,40.7465004,380
"Lenox Hill East","Murray Hill",0,-73.9602312,40.7662315,-73.9756567,40.7478792,380
"Lenox Hill East","Randalls Island",22,-73.9602312,40.7662315,-73.9271644,40.7891291,380
"Lincoln Square East","Gramercy",20,-73.9844722,40.773828,-73.9818443,40.7376407,380
"Lincoln Square East","Sutton Place/Turtle Bay North",8,-73.9844722,40.773828,-73.9601669,40.7580204,380
"Little Italy/NoLiTa","East Williamsburg",0,-73.9954909,40.7228971,-73.9330429,40.7158762,380
"Little Italy/NoLiTa","Fort Greene",22,-73.9954909,40.7228971,-73.9741874,40.6920638,380
"Little Italy/NoLiTa","Lenox Hill East",2,-73.9954909,40.7228971,-73.9602312,40.7662315,380
"Little Italy/NoLiTa","Long Island City/Hunters Point",22,-73.9954909,40.7228971,-73.95639,40.74128,380
"Little Italy/NoLiTa","UN/Turtle Bay South",2,-73.9954909,40.7228971,-73.9694292,40.7507161,380
"Long Island City/Hunters Point","Long Island City/Hunters Point",16,-73.95639,40.74128,-73.95639,40.74128,380
"Lower East Side","Alphabet City",2,-73.9842724,40.715033,-73.9785952,40.7260601,380
"Lower East Side","Alphabet City",22,-73.9842724,40.715033,-73.9785952,40.7260601,380
"Lower East Side","Little Italy/NoLiTa",18,-73.9842724,40.715033,-73.9954909,40.7228971,380
"Lower East Side","SoHo",2,-73.9842724,40.715033,-74.0029883,40.723301,380
"Manhattanville","East Harlem North",20,-73.9558333,40.8169443,-73.9464769,40.8115504,380
"Meatpacking/West Village West","Hudson Sq",8,-74.0085128,40.7406973,-74.0074731,40.7265834,380
"Meatpacking/West Village West","Midtown North",2,-74.0085128,40.7406973,-73.9840195,40.7549309,380
"Meatpacking/West Village West","Midtown North",8,-74.0085128,40.7406973,-73.9840195,40.7549309,380
"Meatpacking/West Village West","West Village",12,-74.0085128,40.7406973,-74.0035709,40.735781,380
"Midtown Center","Alphabet City",22,-73.9784137,40.7553676,-73.9785952,40.7260601,380
"Midtown Center","Battery Park City",8,-73.9784137,40.7553676,-74.0160576,40.7122172,380
"Midtown Center","Breezy Point/Fort Tilden/Riis Beach",10,-73.9784137,40.7553676,-74.0059413,40.7127837,380
"Midtown Center","East Harlem North",22,-73.9784137,40.7553676,-73.9464769,40.8115504,380
"Midtown Center","East Village",14,-73.9784137,40.7553676,-73.9815337,40.7264773,380
"Midtown Center","Meatpacking/West Village West",0,-73.9784137,40.7553676,-74.0085128,40.7406973,380
"Midtown Center","Murray Hill",2,-73.9784137,40.7553676,-73.9756567,40.7478792,380
"Midtown Center","Newark Airport",12,-73.9784137,40.7553676,-74.1744624,40.6895314,380
"Midtown Center","Times Sq/Theatre District",2,-73.9784137,40.7553676,-73.9841274,40.7592686,380
"Midtown East","Financial District North",20,-73.9668408,40.7540369,-74.0112764,40.7074909,380
"Midtown East","Long Island City/Hunters Point",20,-73.9668408,40.7540369,-73.95639,40.74128,380
"Midtown East","Murray Hill",2,-73.9668408,40.7540369,-73.9756567,40.7478792,380
"Midtown East","Union Sq",0,-73.9668408,40.7540369,-73.9910835,40.7358633,380
"Midtown North","Garment District",4,-73.9840195,40.7549309,-73.9916342,40.7547072,380
"Midtown North","Greenwich Village North",16,-73.9840195,40.7549309,-74.0027418,40.7335719,380
"Midtown North","UN/Turtle Bay South",16,-73.9840195,40.7549309,-73.9694292,40.7507161,380
"Morningside Heights","Central Harlem",12,-73.9624327,40.8089564,-73.9538699,40.7988378,380
"Morningside Heights","Central Harlem",16,-73.9624327,40.8089564,-73.9538699,40.7988378,380
"Murray Hill","Sutton Place/Turtle Bay North",8,-73.9756567,40.7478792,-73.9601669,40.7580204,380
"Murray Hill","Sutton Place/Turtle Bay North",22,-73.9756567,40.7478792,-73.9601669,40.7580204,380
"Penn Station/Madison Sq West","Breezy Point/Fort Tilden/Riis Beach",22,-73.9880662,40.7433858,-74.0059413,40.7127837,380
"Penn Station/Madison Sq West","Seaport",22,-73.9880662,40.7433858,-74.006884,40.711197,380
"Randalls Island","Yorkville East",10,-73.9271644,40.7891291,-73.9492079,40.7762231,380
"Roosevelt Island","Central Park",14,-73.9499426,40.7621302,-73.9741874,40.7711329,380
"Roosevelt Island","Roosevelt Island",10,-73.9499426,40.7621302,-73.9499426,40.7621302,380
"Seaport","Breezy Point/Fort Tilden/Riis Beach",10,-74.006884,40.711197,-74.0059413,40.7127837,380
"Seaport","East Village",18,-74.006884,40.711197,-73.9815337,40.7264773,380
"Seaport","Garment District",14,-74.006884,40.711197,-73.9916342,40.7547072,380
"Seaport","Times Sq/Theatre District",6,-74.006884,40.711197,-73.9841274,40.7592686,380
"SoHo","Breezy Point/Fort Tilden/Riis Beach",8,-74.0029883,40.723301,-74.0059413,40.7127837,380
"SoHo","Breezy Point/Fort Tilden/Riis Beach",22,-74.0029883,40.723301,-74.0059413,40.7127837,380
"SoHo","Kips Bay",20,-74.0029883,40.723301,-73.9800645,40.7423292,380
"SoHo","Lincoln Square East",18,-74.0029883,40.723301,-73.9844722,40.773828,380
"SoHo","Murray Hill",14,-74.0029883,40.723301,-73.9756567,40.7478792,380
"SoHo","Prospect Heights",22,-74.0029883,40.723301,-73.9668408,40.6774196,380
"SoHo","World Trade Center",6,-74.0029883,40.723301,-74.0131196,40.7118011,380
"SoHo","World Trade Center",8,-74.0029883,40.723301,-74.0131196,40.7118011,380
"SoHo","Yorkville East",0,-74.0029883,40.723301,-73.9492079,40.7762231,380
"Stuy Town/Peter Cooper Village","Midtown East",18,-73.9778494,40.7316903,-73.9668408,40.7540369,380
"Stuyvesant Heights","Alphabet City",12,-73.9880663,40.7299553,-73.9785952,40.7260601,380
"Stuyvesant Heights","Central Harlem",0,-73.9880663,40.7299553,-73.9538699,40.7988378,380
"Stuyvesant Heights","Central Park",0,-73.9880663,40.7299553,-73.9741874,40.7711329,380
"Stuyvesant Heights","Clinton Hill",0,-73.9880663,40.7299553,-73.9639021,40.6893665,380
"Stuyvesant Heights","Clinton Hill",22,-73.9880663,40.7299553,-73.9639021,40.6893665,380
"Stuyvesant Heights","East Chelsea",6,-73.9880663,40.7299553,-74.0013737,40.7465004,380
"Stuyvesant Heights","Financial District North",18,-73.9880663,40.7299553,-74.0112764,40.7074909,380
"Stuyvesant Heights","Midtown North",6,-73.9880663,40.7299553,-73.9840195,40.7549309,380
"Stuyvesant Heights","Sutton Place/Turtle Bay North",0,-73.9880663,40.7299553,-73.9601669,40.7580204,380
"Sutton Place/Turtle Bay North","Central Park",22,-73.9601669,40.7580204,-73.9741874,40.7711329,380
"Sutton Place/Turtle Bay North","Kips Bay",20,-73.9601669,40.7580204,-73.9800645,40.7423292,380
"Sutton Place/Turtle Bay North","UN/Turtle Bay South",14,-73.9601669,40.7580204,-73.9694292,40.7507161,380
"Sutton Place/Turtle Bay North","Yorkville East",2,-73.9601669,40.7580204,-73.9492079,40.7762231,380
"Times Sq/Theatre District","Bloomingdale",10,-73.9841274,40.7592686,-73.9697795,40.7988958,380
"Times Sq/Theatre District","Highbridge Park",22,-73.9841274,40.7592686,-73.9332427,40.8433959,380
"Times Sq/Theatre District","Murray Hill",2,-73.9841274,40.7592686,-73.9756567,40.7478792,380
"Times Sq/Theatre District","Stuyvesant Heights",2,-73.9841274,40.7592686,-73.9880663,40.7299553,380
"UN/Turtle Bay South","Midtown North",18,-73.9694292,40.7507161,-73.9840195,40.7549309,380
"UN/Turtle Bay South","Penn Station/Madison Sq West",10,-73.9694292,40.7507161,-73.9880662,40.7433858,380
"Union Sq","Breezy Point/Fort Tilden/Riis Beach",8,-73.9910835,40.7358633,-74.0059413,40.7127837,380
"Union Sq","Chinatown",14,-73.9910835,40.7358633,-73.9970307,40.7157509,380
"Union Sq","UN/Turtle Bay South",8,-73.9910835,40.7358633,-73.9694292,40.7507161,380
"Union Sq","UN/Turtle Bay South",22,-73.9910835,40.7358633,-73.9694292,40.7507161,380
"Upper East Side North","Astoria",0,-73.9565551,40.7735649,-73.9234619,40.7643574,380
"Upper East Side North","Bloomingdale",0,-73.9565551,40.7735649,-73.9697795,40.7988958,380
"Upper East Side North","Little Italy/NoLiTa",8,-73.9565551,40.7735649,-73.9954909,40.7228971,380
"Upper East Side North","Randalls Island",12,-73.9565551,40.7735649,-73.9271644,40.7891291,380
"Upper East Side North","Union Sq",22,-73.9565551,40.7735649,-73.9910835,40.7358633,380
"Upper West Side North","Hamilton Heights",0,-73.9753676,40.7870106,-73.9496079,40.8259597,380
"Upper West Side North","Lincoln Square East",2,-73.9753676,40.7870106,-73.9844722,40.773828,380
"Upper West Side North","Manhattanville",18,-73.9753676,40.7870106,-73.9558333,40.8169443,380
"Upper West Side North","Midtown Center",4,-73.9753676,40.7870106,-73.9784137,40.7553676,380
"Upper West Side North","Penn Station/Madison Sq West",6,-73.9753676,40.7870106,-73.9880662,40.7433858,380
"Upper West Side North","Times Sq/Theatre District",4,-73.9753676,40.7870106,-73.9841274,40.7592686,380
"Upper West Side North","World Trade Center",6,-73.9753676,40.7870106,-74.0131196,40.7118011,380
"West Village","Flatiron",22,-74.0035709,40.735781,-73.9896986,40.7410605,380
"West Village","Lincoln Square East",18,-74.0035709,40.735781,-73.9844722,40.773828,380
"Williamsburg (South Side)","South Williamsburg",22,-73.9517335,40.7079936,-73.9570696,40.7081156,380
"Williamsburg (South Side)","Williamsburg (South Side)",0,-73.9517335,40.7079936,-73.9517335,40.7079936,380
"World Trade Center","Times Sq/Theatre District",6,-74.0131196,40.7118011,-73.9841274,40.7592686,380
"Yorkville East","JFK Airport",18,-73.9492079,40.7762231,-73.7781391,40.6413111,380
"Yorkville East","Kips Bay",16,-73.9492079,40.7762231,-73.9800645,40.7423292,380
"Yorkville East","Union Sq",20,-73.9492079,40.7762231,-73.9910835,40.7358633,380
"Astoria","Long Island City/Queens Plaza",10,-73.9234619,40.7643574,-73.9373702,40.7487173,370
"Battery Park City","East Chelsea",14,-74.0160576,40.7122172,-74.0013737,40.7465004,370
"Battery Park City","Greenwich Village North",16,-74.0160576,40.7122172,-74.0027418,40.7335719,370
"Battery Park City","Meatpacking/West Village West",8,-74.0160576,40.7122172,-74.0085128,40.7406973,370
"Battery Park City","Meatpacking/West Village West",12,-74.0160576,40.7122172,-74.0085128,40.7406973,370
"Battery Park City","Midtown Center",14,-74.0160576,40.7122172,-73.9784137,40.7553676,370
"Battery Park City","Seaport",8,-74.0160576,40.7122172,-74.006884,40.711197,370
"Battery Park City","SoHo",14,-74.0160576,40.7122172,-74.0029883,40.723301,370
"Battery Park City","SoHo",16,-74.0160576,40.7122172,-74.0029883,40.723301,370
"Battery Park City","Union Sq",10,-74.0160576,40.7122172,-73.9910835,40.7358633,370
"Bloomingdale","Garment District",22,-73.9697795,40.7988958,-73.9916342,40.7547072,370
"Bloomingdale","Midtown Center",10,-73.9697795,40.7988958,-73.9784137,40.7553676,370
"Boerum Hill","Boerum Hill",22,-73.9844722,40.6848689,-73.9844722,40.6848689,370
"Breezy Point/Fort Tilden/Riis Beach","Breezy Point/Fort Tilden/Riis Beach",8,-74.0059413,40.7127837,-74.0059413,40.7127837,370
"Breezy Point/Fort Tilden/Riis Beach","Breezy Point/Fort Tilden/Riis Beach",20,-74.0059413,40.7127837,-74.0059413,40.7127837,370
"Breezy Point/Fort Tilden/Riis Beach","Flatiron",10,-74.0059413,40.7127837,-73.9896986,40.7410605,370
"Breezy Point/Fort Tilden/Riis Beach","Union Sq",12,-74.0059413,40.7127837,-73.9910835,40.7358633,370
"Breezy Point/Fort Tilden/Riis Beach","Union Sq",14,-74.0059413,40.7127837,-73.9910835,40.7358633,370
"Breezy Point/Fort Tilden/Riis Beach","West Village",20,-74.0059413,40.7127837,-74.0035709,40.735781,370
"Breezy Point/Fort Tilden/Riis Beach","World Trade Center",8,-74.0059413,40.7127837,-74.0131196,40.7118011,370
"Central Harlem","Randalls Island",14,-73.9538699,40.7988378,-73.9271644,40.7891291,370
"Central Harlem","Randalls Island",16,-73.9538699,40.7988378,-73.9271644,40.7891291,370
"Central Park","UN/Turtle Bay South",12,-73.9741874,40.7711329,-73.9694292,40.7507161,370
"Chinatown","Times Sq/Theatre District",22,-73.9970307,40.7157509,-73.9841274,40.7592686,370
"Clinton East","East Elmhurst",10,-73.9918181,40.7637581,-73.8713099,40.7737505,370
"Clinton East","Greenwich Village North",16,-73.9918181,40.7637581,-74.0027418,40.7335719,370
"Clinton East","Lenox Hill East",10,-73.9918181,40.7637581,-73.9602312,40.7662315,370
"Clinton East","SoHo",10,-73.9918181,40.7637581,-74.0029883,40.723301,370
